date,NVDA,AMD,INTC,MU,NBIS,GOOGL,RKLB,JOBY,ACHR,TSLA,COIN,HOOD,IBIT,IREN,CLSK,IONQ,RGTI,QBTS,SMR,SERV
10/16/2015 4:00,0.6965,1.94,33.04,18.5,20,34.766,10.43,13.4,9.48,15.134,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,33.76
10/19/2015 4:00,0.6953,2.01,33.59,19.16,20,34.9975,10.43,13.4,9.48,15.2067,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,33.86
10/20/2015 4:00,0.6943,2.02,33.44,17.09,20,34,10.43,13.4,9.48,14.202,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,33.95
10/21/2015 4:00,0.6853,2.1,33.37,16.43,20,33.59,10.43,13.4,9.48,14.006,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,33.28
10/22/2015 4:00,0.71,2.14,34.4,16.72,20,34.057,10.43,13.4,9.48,14.1147,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,33.03
10/23/2015 4:00,0.7148,2.21,34.9,17.24,20,35.9665,10.43,13.4,9.48,13.9393,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,34.05
10/26/2015 4:00,0.7115,2.15,34.59,16.58,20,36.556,10.43,13.4,9.48,14.3507,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,34.2
10/27/2015 4:00,0.711,2.15,34.47,16.68,20,36.641,10.43,13.4,9.48,14.0233,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,34.74
10/28/2015 4:00,0.7168,2.18,34.71,16.92,20,36.846,10.43,13.4,9.48,14.1973,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.39
10/29/2015 4:00,0.692,2.13,34.03,16.21,20,37.2425,10.43,13.4,9.48,14.1087,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,34.84
10/30/2015 4:00,0.7093,2.12,33.86,16.56,20,36.8695,10.43,13.4,9.48,13.7953,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.65
11/2/2015 5:00,0.7175,2.19,34.11,17.09,20,37.387,10.43,13.4,9.48,14.2527,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.83
11/3/2015 5:00,0.7125,2.28,34.31,17.835,20,37.441,10.43,13.4,9.48,13.89,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,34.5
11/4/2015 5:00,0.7008,2.2,34.15,17.44,20,37.7655,10.43,13.4,9.48,15.442,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,34.25
11/5/2015 5:00,0.6928,2.2,34,16.51,20,38.0335,10.43,13.4,9.48,15.4513,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,34.6
11/6/2015 5:00,0.7887,2.15,33.84,16.45,20,38.08,10.43,13.4,9.48,15.4907,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,34.48
11/9/2015 5:00,0.7853,2.11,33.35,15.84,20,37.7385,10.43,13.4,9.48,15.022,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,34.62
11/10/2015 5:00,0.7703,2.02,33.21,15.545,20,37.913,10.43,13.4,9.48,14.4333,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.29
11/11/2015 5:00,0.7628,2.07,32.86,15.5,20,38.2625,10.43,13.4,9.48,14.6053,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.12
11/12/2015 5:00,0.76,2,32.4,15.35,20,37.8265,10.43,13.4,9.48,14.196,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.32
11/13/2015 5:00,0.745,1.99,32.11,15,20,37.0035,10.43,13.4,9.48,13.8127,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.45
11/16/2015 5:00,0.76,1.99,32.1,14.89,20,37.521,10.43,13.4,9.48,14.2873,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.62
11/17/2015 5:00,0.76,1.98,32.64,15.28,20,37.299,10.43,13.4,9.48,14.2667,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.07
11/18/2015 5:00,0.7758,2.12,33.16,15.61,20,38.0005,10.43,13.4,9.48,14.738,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.88
11/19/2015 5:00,0.778,2.14,34.3,15.87,20,37.997,10.43,13.4,9.48,14.7867,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.73
11/20/2015 5:00,0.7847,2.22,34.66,15.43,20,38.85,10.43,13.4,9.48,14.6673,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.83
11/23/2015 5:00,0.773,2.22,34.48,15.32,20,38.835,10.43,13.4,9.48,14.5167,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.44
11/24/2015 5:00,0.7793,2.34,34.36,15.63,20,38.4815,10.43,13.4,9.48,14.55,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.63
11/25/2015 5:00,0.7783,2.38,34.45,15.58,20,38.463,10.43,13.4,9.48,15.3093,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.3
11/27/2015 5:00,0.7847,2.33,34.46,15.56,20,38.5985,10.43,13.4,9.48,15.4407,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.73
11/30/2015 5:00,0.793,2.36,34.77,15.93,20,38.1425,10.43,13.4,9.48,15.3507,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.48
12/1/2015 5:00,0.8188,2.34,35.09,16.55,20,39.1895,10.43,13.4,9.48,15.8127,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.35
12/2/2015 5:00,0.8125,2.27,34.83,15.82,20,38.8925,10.43,13.4,9.48,15.466,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.08
12/3/2015 5:00,0.8108,2.23,34.04,15.61,20,38.41,10.43,13.4,9.48,15.514,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.04
12/4/2015 5:00,0.8438,2.28,34.935,15.5,20,38.9605,10.43,13.4,9.48,15.3587,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39
12/7/2015 5:00,0.8278,2.355,34.985,14.85,20,38.6495,10.43,13.4,9.48,15.4087,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.94
12/8/2015 5:00,0.839,2.39,34.75,14.6,20,38.757,10.43,13.4,9.48,15.1147,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.19
12/9/2015 5:00,0.8178,2.35,34.81,14.32,20,38.1275,10.43,13.4,9.48,14.968,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.24
12/10/2015 5:00,0.8245,2.45,34.77,14.66,20,38.002,10.43,13.4,9.48,15.138,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.57
12/11/2015 5:00,0.8123,2.36,34.27,14.04,20,37.521,10.43,13.4,9.48,14.468,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.6
12/14/2015 5:00,0.8143,2.34,34.47,13.66,20,38.127,10.43,13.4,9.48,14.572,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.55
12/15/2015 5:00,0.8243,2.36,35.18,14.18,20,38.0045,10.43,13.4,9.48,14.7393,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.86
12/16/2015 5:00,0.8293,2.54,35.3,14.07,20,38.8295,10.43,13.4,9.48,15.634,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.77
12/17/2015 5:00,0.8168,2.56,34.91,14.32,20,38.4915,10.43,13.4,9.48,15.5593,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.27
12/18/2015 5:00,0.8035,2.45,33.865,14.36,20,37.8425,10.43,13.4,9.48,15.364,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.61
12/21/2015 5:00,0.8224,2.53,34.24,14.77,20,38.04,10.43,13.4,9.48,15.504,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.99
12/22/2015 5:00,0.8233,2.77,34.73,14.61,20,38.3565,10.43,13.4,9.48,15.33,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.32
12/23/2015 5:00,0.8264,2.83,35,14.3,20,38.4255,10.43,13.4,9.48,15.3133,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.47
12/24/2015 5:00,0.8293,2.92,34.98,14.48,20,38.292,10.43,13.4,9.48,15.3713,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.9
12/28/2015 5:00,0.8285,3,34.93,14.19,20,39.112,10.43,13.4,9.48,15.2633,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.5
12/29/2015 5:00,0.842,3,35.44,14.34,20,39.698,10.43,13.4,9.48,15.8127,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.34
12/30/2015 5:00,0.8348,2.98,34.99,14.16,20,39.515,10.43,13.4,9.48,15.8727,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.65
12/31/2015 5:00,0.824,2.87,34.45,14.16,20,38.9005,10.43,13.4,9.48,16.0007,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.24
1/4/2016 5:00,0.8093,2.77,33.99,14.33,20,37.972,10.43,13.4,9.48,14.894,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.34
1/5/2016 5:00,0.8223,2.75,33.83,14.82,20,38.0765,10.43,13.4,9.48,14.8953,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.27
1/6/2016 5:00,0.7883,2.505,33.08,14.22,20,37.9665,10.43,13.4,9.48,14.6027,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.43
1/7/2016 5:00,0.757,2.275,31.84,13.66,20,37.05,10.43,13.4,9.48,14.3767,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.49
1/8/2016 5:00,0.7408,2.14,31.51,13.33,20,36.5455,10.43,13.4,9.48,14.0667,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.29
1/11/2016 5:00,0.742,2.34,32.06,12.53,20,36.6535,10.43,13.4,9.48,13.8567,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.92
1/12/2016 5:00,0.7545,2.39,32.68,12.72,20,37.267,10.43,13.4,9.48,13.998,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.64
1/13/2016 5:00,0.7315,2.25,31.91,12.06,20,35.9785,10.43,13.4,9.48,13.354,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.39
1/14/2016 5:00,0.7168,2.21,32.74,12.02,20,36.5695,10.43,13.4,9.48,13.7453,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.54
1/15/2016 5:00,0.6778,2.03,29.76,11.08,20,35.5245,10.43,13.4,9.48,13.666,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.84
1/19/2016 5:00,0.6833,1.95,29.8,10.8,20,35.954,10.43,13.4,9.48,13.648,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.73
1/20/2016 5:00,0.687,1.8,29.59,10.05,20,35.928,10.43,13.4,9.48,13.2467,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.05
1/21/2016 5:00,0.695,2.09,29.66,10.85,20,36.3335,10.43,13.4,9.48,13.3313,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.55
1/22/2016 5:00,0.7113,2.02,29.925,11.07,20,37.273,10.43,13.4,9.48,13.5033,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.76
1/25/2016 5:00,0.7105,2.12,29.6,10.48,20,36.681,10.43,13.4,9.48,13.092,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.65
1/26/2016 5:00,0.7175,2.07,29.94,10.55,20,36.6895,10.43,13.4,9.48,12.904,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,40.1
1/27/2016 5:00,0.709,2.13,29.81,10.39,20,35.879,10.43,13.4,9.48,12.538,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.85
1/28/2016 5:00,0.7013,2.08,29.97,9.885,20,37.415,10.43,13.4,9.48,12.6467,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,40.56
1/29/2016 5:00,0.7323,2.2,31.02,11.03,20,38.0675,10.43,13.4,9.48,12.7467,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,42.21
2/1/2016 5:00,0.7325,2.14,30.82,10.96,20,38.5385,10.43,13.4,9.48,13.1293,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,41.34
2/2/2016 5:00,0.7015,1.99,29.8,10.59,20,39.0455,10.43,13.4,9.48,12.1853,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,40.53
2/3/2016 5:00,0.705,2.07,29.34,10.76,20,37.469,10.43,13.4,9.48,11.5653,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,40.14
2/4/2016 5:00,0.7053,2.09,29.77,11.23,20,36.5015,10.43,13.4,9.48,11.6887,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.9
2/5/2016 5:00,0.6607,1.98,29.04,11,20,35.188,10.43,13.4,9.48,10.84,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.56
2/8/2016 5:00,0.6305,1.93,28.82,10.17,20,35.208,10.43,13.4,9.48,9.866,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.13
2/9/2016 5:00,0.6373,1.9,28.81,9.98,20,35.051,10.43,13.4,9.48,9.8833,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.73
2/10/2016 5:00,0.6358,1.84,28.23,9.9,20,35.3425,10.43,13.4,9.48,9.578,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.6
2/11/2016 5:00,0.6325,1.86,28.22,9.69,20,35.318,10.43,13.4,9.48,10.0313,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.34
2/12/2016 5:00,0.6433,1.83,28.64,10.02,20,35.3445,10.43,13.4,9.48,10.0693,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.17
2/16/2016 5:00,0.6748,1.83,28.78,10.81,20,35.882,10.43,13.4,9.48,10.3447,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.98
2/17/2016 5:00,0.6915,1.9,29.47,11.43,20,36.5985,10.43,13.4,9.48,11.2453,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.96
2/18/2016 5:00,0.751,1.91,29.42,11.49,20,35.8755,10.43,13.4,9.48,11.118,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39
2/19/2016 5:00,0.761,1.91,28.71,11.16,20,36.1055,10.43,13.4,9.48,11.1053,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.59
2/22/2016 5:00,0.788,2.01,29.35,11.05,20,36.4525,10.43,13.4,9.48,11.8493,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.52
2/23/2016 5:00,0.79,1.97,28.8,10.49,20,35.8645,10.43,13.4,9.48,11.814,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.7
2/24/2016 5:00,0.7955,2.02,29.19,10.64,20,36.045,10.43,13.4,9.48,11.9333,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.53
2/25/2016 5:00,0.7973,2.03,29.62,10.72,20,36.456,10.43,13.4,9.48,12.4953,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.6
2/26/2016 5:00,0.792,2.07,29.8,10.7,20,36.243,10.43,13.4,9.48,12.6893,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.62
2/29/2016 5:00,0.784,2.14,29.59,10.63,20,35.861,10.43,13.4,9.48,12.7953,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.93
3/1/2016 5:00,0.8188,2.18,30.37,11.07,20,37.1085,10.43,13.4,9.48,12.4233,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.29
3/2/2016 5:00,0.8235,2.32,30.54,11.68,20,36.974,10.43,13.4,9.48,12.556,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.35
3/3/2016 5:00,0.8163,2.46,30.58,11.79,20,36.5795,10.43,13.4,9.48,13.0493,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.7
3/4/2016 5:00,0.8138,2.37,30.63,11.88,20,36.511,10.43,13.4,9.48,13.4027,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.6
3/7/2016 5:00,0.8085,2.47,30.94,11.58,20,35.64,10.43,13.4,9.48,13.686,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.16
3/8/2016 5:00,0.7938,2.3,30.56,10.66,20,35.6765,10.43,13.4,9.48,13.5067,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.94
3/9/2016 5:00,0.7933,2.26,30.865,10.81,20,36.2705,10.43,13.4,9.48,13.9147,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.76
3/10/2016 5:00,0.792,2.26,31.25,10.88,20,36.6085,10.43,13.4,9.48,13.6787,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.66
3/11/2016 5:00,0.8055,2.52,31.76,11.39,20,37.2435,10.43,13.4,9.48,13.8333,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.17
3/14/2016 4:00,0.8075,2.72,31.43,11.15,20,37.512,10.43,13.4,9.48,14.3433,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.21
3/15/2016 4:00,0.8035,2.49,31.65,10.85,20,37.5285,10.43,13.4,9.48,14.556,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.73
3/16/2016 4:00,0.8275,2.63,31.69,10.72,20,37.868,10.43,13.4,9.48,14.7953,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.17
3/17/2016 4:00,0.8205,2.8,31.98,10.87,20,37.924,10.43,13.4,9.48,15.092,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.55
3/18/2016 4:00,0.8453,2.93,32.68,11.14,20,37.7705,10.43,13.4,9.48,15.516,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.27
3/21/2016 4:00,0.8478,2.8,32.34,11.53,20,38.108,10.43,13.4,9.48,15.888,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.7
3/22/2016 4:00,0.8463,2.79,32.32,11.44,20,38.0025,10.43,13.4,9.48,15.616,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.8
3/23/2016 4:00,0.8608,2.68,32,10.65,20,37.878,10.43,13.4,9.48,14.8387,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.61
3/24/2016 4:00,0.862,2.79,31.88,10.5,20,37.742,10.43,13.4,9.48,15.1833,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.74
3/28/2016 4:00,0.8708,2.78,31.9,10.38,20,37.664,10.43,13.4,9.48,15.3507,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.12
3/29/2016 4:00,0.8848,2.86,32.38,10.45,20,38.2945,10.43,13.4,9.48,15.342,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.65
3/30/2016 4:00,0.894,2.86,32.71,10.48,20,38.417,10.43,13.4,9.48,15.126,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.25
3/31/2016 4:00,0.8908,2.85,32.35,10.47,20,38.145,10.43,13.4,9.48,15.318,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.68
4/1/2016 4:00,0.9038,2.83,32.45,11.03,20,38.4835,10.43,13.4,9.48,15.8393,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.2
4/4/2016 4:00,0.895,2.83,32,10.8,20,38.256,10.43,13.4,9.48,16.466,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.67
4/5/2016 4:00,0.8938,2.76,31.9,10.4,20,37.9285,10.43,13.4,9.48,17.0313,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.78
4/6/2016 4:00,0.895,2.8,32.08,10.47,20,38.4035,10.43,13.4,9.48,17.6947,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39
4/7/2016 4:00,0.8858,2.64,31.55,10.51,20,38.006,10.43,13.4,9.48,17.1467,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,39.19
4/8/2016 4:00,0.8915,2.74,31.63,10.72,20,37.9735,10.43,13.4,9.48,16.6713,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.71
4/11/2016 4:00,0.897,2.76,31.67,10.45,20,37.877,10.43,13.4,9.48,16.6613,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.91
4/12/2016 4:00,0.896,2.81,31.86,10.17,20,38.216,10.43,13.4,9.48,16.5213,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.65
4/13/2016 4:00,0.9185,2.8,32.13,10.88,20,38.5955,10.43,13.4,9.48,16.9687,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.27
4/14/2016 4:00,0.921,2.72,31.8,10.4,20,38.7695,10.43,13.4,9.48,16.7907,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.94
4/15/2016 4:00,0.9283,2.7,31.46,10.69,20,39,10.43,13.4,9.48,16.9673,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.91
4/18/2016 4:00,0.9243,2.76,31.65,10.89,20,39.384,10.43,13.4,9.48,16.9253,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.92
4/19/2016 4:00,0.9078,2.62,31.6,10.72,20,38.8125,10.43,13.4,9.48,16.4913,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.82
4/20/2016 4:00,0.9113,2.7,32,10.75,20,38.746,10.43,13.4,9.48,16.6647,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.62
4/21/2016 4:00,0.9103,2.62,31.97,10.65,20,39,10.43,13.4,9.48,16.5527,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.6
4/22/2016 4:00,0.9068,3.99,31.64,10.66,20,36.8885,10.43,13.4,9.48,16.9167,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.9
4/25/2016 4:00,0.9113,3.45,31.39,10.55,20,37.1105,10.43,13.4,9.48,16.788,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.67
4/26/2016 4:00,0.912,3.66,31.4,11.51,20,36.2685,10.43,13.4,9.48,16.916,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.59
4/27/2016 4:00,0.9328,3.73,31.75,11.56,20,36.073,10.43,13.4,9.48,16.7647,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.88
4/28/2016 4:00,0.905,3.61,31.11,11.62,20,35.253,10.43,13.4,9.48,16.514,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.36
4/29/2016 4:00,0.8883,3.55,30.28,10.75,20,35.394,10.43,13.4,9.48,16.0507,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.32
5/2/2016 4:00,0.9,3.74,30.61,10.62,20,35.7205,10.43,13.4,9.48,16.12,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.21
5/3/2016 4:00,0.8893,3.6,30.36,10.36,20,35.422,10.43,13.4,9.48,15.488,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,38.6
5/4/2016 4:00,0.869,3.6,29.85,10,20,35.5685,10.43,13.4,9.48,14.8373,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.42
5/5/2016 4:00,0.8743,3.66,29.9,10.06,20,35.7355,10.43,13.4,9.48,14.102,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.83
5/6/2016 4:00,0.8833,3.68,30.04,9.99,20,36.259,10.43,13.4,9.48,14.3287,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.75
5/9/2016 4:00,0.882,3.65,29.8,9.87,20,36.4565,10.43,13.4,9.48,13.928,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.24
5/10/2016 4:00,0.899,3.64,30.14,10.09,20,36.969,10.43,13.4,9.48,13.9127,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.24
5/11/2016 4:00,0.9015,3.65,30.06,10.1,20,36.5275,10.43,13.4,9.48,13.9307,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.63
5/12/2016 4:00,0.8893,3.59,29.76,9.63,20,36.4035,10.43,13.4,9.48,13.8187,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.08
5/13/2016 4:00,1.0245,3.67,29.91,9.56,20,36.2415,10.43,13.4,9.48,13.8407,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.03
5/16/2016 4:00,1.0548,3.79,30.39,9.68,20,36.515,10.43,13.4,9.48,13.886,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.64
5/17/2016 4:00,1.057,3.79,29.98,9.67,20,36.0095,10.43,13.4,9.48,13.644,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.63
5/18/2016 4:00,1.084,3.84,29.99,10.05,20,36.089,10.43,13.4,9.48,14.078,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,35.5
5/19/2016 4:00,1.0888,3.77,29.63,10.07,20,35.7655,10.43,13.4,9.48,14.3473,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.33
5/20/2016 4:00,1.1083,3.87,30.15,10.8,20,36.0855,10.43,13.4,9.48,14.6853,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.36
5/23/2016 4:00,1.11,4.04,30.23,11.14,20,35.8625,10.43,13.4,9.48,14.4147,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,36.6
5/24/2016 4:00,1.134,4.2,31.06,11.49,20,36.6515,10.43,13.4,9.48,14.5273,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.52
5/25/2016 4:00,1.1293,4.18,31.39,11.6,20,36.905,10.43,13.4,9.48,14.6387,328.28,34.82,24.1722,24.45,5.2166,9.2,9.43,10,10.55,37.66
